task_id,judge_model,n_calls,verdicts,judge_product,deferred_reward,final_reward,final_success,status,scored_at
80,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:44:33+00:00
81,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:44:36+00:00
82,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:45:39+00:00
83,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:45:43+00:00
84,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:45:45+00:00
85,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:45:47+00:00
86,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:46:50+00:00
87,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:46:53+00:00
88,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:46:56+00:00
96,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:46:58+00:00
101,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T08:48:00+00:00
107,mistral-large-2512,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T08:49:33+00:00
108,mistral-large-2512,5,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T08:51:49+00:00
109,mistral-large-2512,12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T08:54:40+00:00
110,mistral-large-2512,11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T08:57:51+00:00
111,mistral-large-2512,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T09:00:27+00:00
115,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-21T09:00:29+00:00
117,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:01:40+00:00
119,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:01:43+00:00
120,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:02:04+00:00
121,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:02:09+00:00
122,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:02:14+00:00
123,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:02:17+00:00
137,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:02:21+00:00
138,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:03:25+00:00
139,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:03:27+00:00
140,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:03:29+00:00
151,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:03:32+00:00
152,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:04:36+00:00
153,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:04:38+00:00
154,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:04:56+00:00
155,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:04:59+00:00
166,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-21T09:06:01+00:00
168,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-21T09:06:23+00:00
173,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:06:26+00:00
174,mistral-large-2512,1,[0.0],0.0,0.0,0.0,False,scored,2026-08-21T09:06:31+00:00
175,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:07:34+00:00
176,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:07:36+00:00
177,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:07:39+00:00
183,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:07:40+00:00
186,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T09:08:46+00:00
191,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:08:47+00:00
201,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:08:50+00:00
202,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:09:53+00:00
203,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T09:09:58+00:00
204,mistral-large-2512,3,"[0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T09:10:11+00:00
213,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:10:14+00:00
214,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:10:16+00:00
215,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:11:25+00:00
216,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:11:38+00:00
217,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:11:42+00:00
218,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:11:45+00:00
219,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:12:51+00:00
220,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T09:13:13+00:00
221,mistral-large-2512,3,"[0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T09:13:24+00:00
222,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:15:04+00:00
223,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:15:07+00:00
224,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:15:11+00:00
225,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:15:12+00:00
234,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:15:14+00:00
235,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:16:16+00:00
247,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:16:18+00:00
253,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:16:19+00:00
267,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:16:25+00:00
268,mistral-large-2512,1,[0.0],0.0,0.0,0.0,False,scored,2026-08-21T09:17:29+00:00
287,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:17:31+00:00
289,mistral-large-2512,3,"[0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T09:18:45+00:00
301,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:18:46+00:00
302,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:18:48+00:00
313,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:18:49+00:00
332,mistral-large-2512,3,"[0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T09:20:03+00:00
334,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:20:30+00:00
335,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:20:38+00:00
336,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:20:42+00:00
337,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:20:47+00:00
338,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:21:50+00:00
359,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:21:53+00:00
361,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-21T09:21:58+00:00
368,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:23:00+00:00
376,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:23:02+00:00
382,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-21T09:23:05+00:00
491,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:23:08+00:00
723,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-21T09:23:09+00:00
783,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:24:11+00:00
790,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-21T09:24:20+00:00
791,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:24:21+00:00
792,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:24:24+00:00
793,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:25:29+00:00
794,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:25:31+00:00
795,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:25:32+00:00
796,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:25:34+00:00
797,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:26:36+00:00
798,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-21T09:26:40+00:00
