task_id,judge_model,n_calls,verdicts,judge_product,deferred_reward,final_reward,final_success,status,scored_at
82,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T13:43:41+00:00
83,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T13:44:44+00:00
84,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T13:44:47+00:00
85,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T13:44:49+00:00
86,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T13:44:52+00:00
87,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T13:45:56+00:00
88,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T13:45:58+00:00
96,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T13:46:02+00:00
101,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T13:46:04+00:00
107,mistral-large-2512,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T13:48:58+00:00
108,mistral-large-2512,5,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T13:49:45+00:00
109,mistral-large-2512,12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T13:53:38+00:00
110,mistral-large-2512,11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T13:56:13+00:00
111,mistral-large-2512,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T13:59:48+00:00
115,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-18T13:59:51+00:00
117,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T13:59:54+00:00
119,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:01:04+00:00
120,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:01:07+00:00
121,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:01:10+00:00
122,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:01:13+00:00
123,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:01:15+00:00
137,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:02:18+00:00
138,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:02:24+00:00
139,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:02:27+00:00
140,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:02:30+00:00
151,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:03:39+00:00
152,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:03:42+00:00
153,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:03:46+00:00
154,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:03:49+00:00
155,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:04:56+00:00
166,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-18T14:04:57+00:00
168,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-18T14:04:59+00:00
173,mistral-large-2512,1,[0.0],0.0,0.0,0.0,False,scored,2026-08-18T14:05:01+00:00
174,mistral-large-2512,1,[0.0],0.0,0.0,0.0,False,scored,2026-08-18T14:05:04+00:00
175,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:05:07+00:00
176,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:05:09+00:00
177,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:05:12+00:00
183,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:06:15+00:00
186,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T14:06:22+00:00
191,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:06:24+00:00
201,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:07:26+00:00
202,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:07:28+00:00
203,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T14:07:33+00:00
204,mistral-large-2512,3,"[0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T14:08:47+00:00
213,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:08:49+00:00
214,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:09:52+00:00
215,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:09:54+00:00
216,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:09:56+00:00
217,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:09:59+00:00
218,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:10:01+00:00
219,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:10:02+00:00
220,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T14:10:13+00:00
221,mistral-large-2512,3,"[0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T14:11:24+00:00
222,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:11:26+00:00
223,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:12:29+00:00
224,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:12:33+00:00
225,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-18T14:12:35+00:00
234,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:12:38+00:00
235,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:13:40+00:00
247,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-18T14:13:41+00:00
253,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:13:43+00:00
257,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:13:46+00:00
267,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:14:51+00:00
268,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:14:55+00:00
287,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:14:58+00:00
289,mistral-large-2512,3,"[0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T14:15:09+00:00
301,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:15:16+00:00
302,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:15:22+00:00
313,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:16:27+00:00
332,mistral-large-2512,3,"[0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T14:16:35+00:00
334,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:17:38+00:00
335,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:17:40+00:00
336,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:17:43+00:00
337,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:17:45+00:00
338,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:18:48+00:00
359,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:18:51+00:00
361,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-18T14:19:03+00:00
368,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:19:05+00:00
376,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:19:06+00:00
382,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-18T14:19:08+00:00
491,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:20:10+00:00
723,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-18T14:20:12+00:00
726,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-18T14:20:14+00:00
783,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:20:15+00:00
789,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:21:17+00:00
790,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-18T14:21:19+00:00
791,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:21:21+00:00
792,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:21:25+00:00
793,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:22:28+00:00
794,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:22:30+00:00
795,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:22:32+00:00
796,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:22:33+00:00
797,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:23:37+00:00
798,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-18T14:23:38+00:00
24,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-20T09:30:37+00:00
34,mistral-large-2512,1,[0.0],0.0,0.0,0.0,False,scored,2026-08-20T09:30:41+00:00
35,mistral-large-2512,1,[0.0],0.0,0.0,0.0,False,scored,2026-08-20T09:30:44+00:00
47,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-20T09:31:51+00:00
48,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-20T09:31:57+00:00
49,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-20T09:32:05+00:00
50,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-20T09:32:16+00:00
51,mistral-large-2512,2,"[0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-20T09:33:22+00:00
52,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-20T09:33:24+00:00
53,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-20T09:33:27+00:00
54,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-20T09:33:29+00:00
55,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-20T09:34:33+00:00
56,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-20T09:34:36+00:00
74,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-20T09:34:41+00:00
